en,ks,domain
"Martial arts, swimming, cricket, etc. are some good sports he can try.","مارشل آرٹس، ژھرٛانٛٹھ وایِنۍ، کرکٹ بیترِ چھِ کینٛہہ اصل کھیل، یِم سُہ ہیکہِ ٹراے کٔرِتھ۔","conversation"
"That way, he will stay fit as well.","تِتھ پٲٹھۍ روزِ سُہ فِٹ تہِ۔","conversation"
"When he is not playing games, he usually watches videos of some singing reality shows.","ییٚلہِ سُہ گیمہٕ آسہ نہ گِنٛدان ، تیٚلہِ چھُ سُہ عمومَن کینٛہَن سنٛگنٛگ رییلٹی شووَن ہِنٛدۍ ویڈیو ؤچھان۔","conversation"
"So, I felt he must be interested in music.","لہذا، مےٚ باسیو تٔمِس چھِ موسیقی منٛز دلچسپی۔","conversation"
"Should I enroll him in a music school instead?","کیٛاہ بہٕ کرنہٕ سُہ اَمہِ بدلہٕ میوٗزِک سکوٗلَس منٛز دٲخٕل؟","conversation"
"Will that be a positive hobby for him?","کیٛاہ یہِ روزیا تٔمِس کِژھ رٕژ ہابی؟","conversation"
"That will be a great hobby, no doubt.","بے شک، یہِ چھِ واریٛاہ اصل ہابی۔","conversation"
"You can do that.","تُہۍ ہیکِو تہِ کٔرِتھ۔","conversation"
"But you also need to make sure that he goes out and plays with other kids.","مگر تۄہہِ چھُو یہِ تہِ ؤچھُن زِ سُہ نیرِ نیبَر تہٕ گِنٛدِ باقی شُرین سۭتۍ تہِ۔","conversation"
"He needs to see the outside world and the joy of it.","تٔمِس چھِ نیبرِم دُنیا تہٕ اَمِچ خوشی ؤچھِنۍ ضروری۔","conversation"
"Yes, I am thinking of taking him to our nearest playground every evening.","جناب، بہٕ چھَس سونٛچان سُہ نِمَن بہٕ دُہٲے شامَس نزدیکی پلے گروانٛڈَس منٛز۔","conversation"
"And I will enroll him in a music school as well.","تہٕ بیٚیہِ کرَن بہٕ سُہ میوٗزِک سکوٗلَس منٛز تہِ دٲخٕل۔","conversation"
"I hope it makes a difference.","بہٕ چھَس وۄمید کران زِ یِمَو سۭتۍ پیٚیہ کینٛہہ فرق۔","conversation"
"I will buy him some good comic books as well so that he gets interested in reading books.","بہٕ اَنہٕ تٔمِس کینٛہہ اصل کامِک کِتابہٕ تہِ، تاکہِ تٔمِس گژھِ کِتابہٕ پرنَس منٛز تہِ دلچسپی۔","conversation"
"Yes, that should be your first step.","اَہن حض، یہِ گژھِ تُہنٛد گۄڈٕنیُک قدم آسُن۔","conversation"
"I think after doing that, he will find an interest in these things.","مےٚ چھُ باسان، یہِ کرنہٕ پتہٕ کرِ سُہ یِمَن چیزَن منٛز دلچسپی محسوس۔","conversation"
"Do you have any other queries?","کیٛاہ تۄہہِ چھِوٕ کینٛہہ بیٚیہِ سوال؟","conversation"
"No, sir, that is all I wanted to discuss.","نٔہٕز، جناب، یٖی اوس مےٚ ونُن۔","conversation"
"Thank you so much for your suggestions.","مشورٕ باپت تُہنٛد سیٹھاہ شُکریہ۔","conversation"
"You're welcome.","کینٛہہ چھُنہٕ۔","conversation"
"Please come again if the issue remains the same.","اگر معاملہٕ تِتھُۍ روٗد تیٚلہِ پزِ توہہ بیٚیہ یور یُن۔","conversation"
"Yeah, sure.","اَہن حض ضرور۔","conversation"
"Hi, are you new to this university?","آداب ! کیٛاہ تُہہِ چھِِوٕٕ یوٗنیورسٹی منٛز نوی ؟","conversation"
"Yes, I enrolled this year.","آ، مےٚ نِیوُ ییٚمی ؤرِیہِ دٲخلہِ۔","conversation"
"What about you?","تُہہِ ؤنِو پانَس مُتعلِق؟","conversation"
"I've also joined this year.","مےٚ تہِ نِیوُ ییٚمی ؤرِیہِ دٲخلہٕ۔","conversation"
"What is your name?","تۄہہِ کیٛاہ چھُو ناو؟","conversation"
"And which club did you join?","بیٚیہِ تۄہہِ كٹھ كلبس منز سپدِیو شٲمِل ؟","conversation"
"I am Debendra, and I joined the sports' club.","بہٕ چھُس دیبیندر، تہٕ مےٚ کوٚر سپورٹٕس کٕلب جوایِن۔","conversation"
"I joined the music club.","مےٚ کوٚر میوٗزِک کٕلب جوایِن۔","conversation"
"Are you interested in all kinds of sports?","کیٛاہ تُہہِ چھِوٕ پرٛٮ۪تھ قسٕمٕہ كِس کھیلَس منٛز دلچسپی تھاوان؟","conversation"
"No, actually I am more interested in biking than sports.","نَہ، بِزٲتی چھُ مےٚ سپورٹٕس کھۄتہٕ بایِک چلاونَس منٛز زِیٛادٕ دلچسپی۔","conversation"
"I like to ride long miles, it's my hobby.","مےٚ چھُس دوٗر دوٗر تام چلاوُن پسنٛد، یہِ چھُ میون شوق۔","conversation"
"But as there is nothing else that interests me here other than sports, so I joined it.","مگر ییٚتہِ چھُنہٕ بیٚیہِ کہیٖنہِ كھیلو٘ علاوٕ یَتھ منٛز مےٚ دلچسپی چھِ، اَمی موٗجوٗب کوٚر مےٚ یہِ جوایِن۔","conversation"
"I play football sometimes.","بہٕ چھُس کُنہِ کُنہِ ساتہٕ فُٹ بال گِنٛدان۔","conversation"
"Oh, really?","اوہ، پٔز پٲٹھہِ ہا ؟","conversation"
"You must be so adventurous then!","تیٚلہِ چھِو تُہہِ واریٛاہ مٗہِم جوُ !","conversation"
"Yes, you can say that.","اۭں، تُہۍ یٮ۪کِو تہِ ؤنِتھ۔","conversation"
"I am not really into these adventure sports.","بہٕ چھُس نہٕ واقعی یِمَنمٗہِم جوُ كھیلن منز ۔","conversation"
"How do you guys do it?","تُہہِ كِتھہٕ پٲٹھہِ چھِو یہِ کران؟","conversation"
"Aren't you scared?","تُہہِ چھِِو نَا کھۄژان؟","conversation"
"No, biking isn't scary and I am not an outrageous rider either.","نَہ، بایِک چلاوٕنۍ چھِنہٕ خوفناک تہٕ نَہ چھُس بہٕ خطرناک پٲٹھۍ چلاوان۔","conversation"
"You should try that; it is peaceful when the road is empty and beautiful.","تۄہہِ تہِ پَزِٮ۪و ٹرآے کرٕنۍ: یہِ چھُ سکوٗن دَہ ییٚلہِ سڑک خٲلی تہٕ خوٗبصورت آسہِ۔","conversation"
"By the way, is singing your hobby?","ویسے، کیٛاہ تۄہہِ چھُوٕ گٮ۪ونُک شوق؟","conversation"
"Yeah, I like singing.","اۭن، مےٚ چھُ گٮ۪وُن پسنٛد۔","conversation"
"How did you know, by the way?","ویسے، تۄہہِ کِتھ پٲٹھہِ چھے٘ پیہ؟","conversation"
"No, I just asked, as you said, you joined the music club.","نَہ، مےٚ پریُژھ یِتھٔیہ پٲٹھہِ ، یِتھ کٔنہِ زَن تۄہہِ وونُو، تۄہہِ کوٚروٗ میوٗزِک کٕلب جوایِن۔","conversation"
"What kind of music do you perform?","تُہہِ کَمہِ قسٕمُک گٮ۪وُن چھِو گٮ۪وان؟","conversation"
"I like singing Assamese songs.","مےٚ چھِ آسٲمہِ بٲتھ گٮ۪وٕنہِ پسنٛد ۔","conversation"
"But I do perform songs in other languages as well.","مگر بہٕ چھُس باقٮ۪ن زبانَن منٛز تہِ گٮ۪وان۔","conversation"
"Singing makes my mind calm.","گٮ۪ونہٕ سۭتہِ چھُ مےٚ دٮ۪ماغَس سکوٗن میلان۔","conversation"
"I love listening to songs and that's how singing became my hobby.","مےٚ چھِ بٲتھ بوزٕنہِ پسنٛد تہٕ اِتھٕٔیہ پٲٹھہِ گو٘ مے٘ بٲتھ گٮ۪وُنٗك شوق۔","conversation"
"Tell me more about your hobby.","بیٚیہِ وَن مےٚ پننٮ۪ن شوقن مُتعلِق۔","conversation"
"Wow, that is amazing.","واہ وا! یہِ گوٚو واریٛاہ اصل۔","conversation"
"As I told you, I like to ride long miles on my motorcycle.","یِتھ کٔنہِ زَن مےٚ تو٘ہہِ وونُو ، مےٚ چھِ دوٗر دوٗر میٖلہٕ وادن تام بایِک چلاوٕنہِ پسنٛد ۔","conversation"
"I mostly go out during the weekend with my group.","بہٕ چھُس زِیٛادٕ تَر ہفتہٕ كِس ٲخرس پیٹھ پننِس گروپس سۭتہِ گژھان۔","conversation"
"Would you like to come with us sometime?","کیٛاہ تُہہِ کٔروٕ کُنہِ ساتہٕ اَسہِ سۭتہِ یُن پسنٛد؟","conversation"
"Yeah, sure, why not?","اۭں، بِلکُل، کیٛازِ نہٕ؟","conversation"
"I would love to try that someday.","بہٕ کَرٕ پسنٛد کُنہِ دۄہ یہِ آزماوٗن ۔","conversation"
"Ok, I'll tell you the next time we go out on a ride.","ٹھیٖک چھُ، بہٕ وَنو تۄہہِ ییٚلہِ أسہِ بیٚکہِ لَٹہِ بایِک چلاوِنہِ گژھو ۔","conversation"
"What is your favorite destination, by the way?","ویسے، تُہنٛز پسنٛدیٖدٕ جایہ کوٚسہٕ چھِ؟","conversation"
"We often go to Meghalaya as both the roads and the places there are beautiful.","أس چھِ اَکثر میگھالیہ گژھان، کیٛازِ کہِ تَتہِ چھِ سڑکہٕ تہٕ جایہِ دۄشوٕے خوٗبصورت۔","conversation"
"Wow, that's amazing.","واہ وا! یہِ گوٚو واریٚاہ اصل۔","conversation"
"I'll come next time for sure, then.","بہٕ یِمہٕ بیٚکہِ لَٹہِ ضروٗر تیٚلہِ۔","conversation"
"Good morning, everyone.","صح بخیر، تۄہہ سارنٕے۔","conversation"
"As you all know, it's 5th June, which is observed as World Environment Day.","یتھ کٔنۍ زَن تۄہہِ سارنٕے پتہ چھِ، از چھُ 5 جوٗن، یُس عالمی ماحولیٲتی دۄہ رٔنگۍ مناونہٕ چھُ یِوان۔","conversation"
"Mr. Balasubramaniam here is the head of the Forest Department of the Eastern zone.","محترم بالاسوبرامنیم چھِ یتہِ وَنہٕ محکمٕکۍ مشرقی زونٕکۍ سربراہ۔","conversation"
"Over to him.","امہِ پتہٕ ونَن یِم۔","conversation"
"Good morning. I hope you all are well.","صبح بخیر۔ مےٚ چھِ امید تُہۍ سٲری چھِو وارٕ۔","conversation"
"I'm from the Forest Department.","بہٕ چھُس ونہٕ محکمہٕ پیٛٹھ۔","conversation"
"My job is to conserve one of the most, if not the most irreplaceable aspect of the planet's environment.","میٲنۍ کٲم چھِ زمین کہِ ماحولٕکۍ ساروی کھۄتہٕ زیٛادٕ ناقٲبل تنسیخ پہلوو مَنٛز اکھ بچاوُن۔","conversation"
"Given the alarming rates of increasing pollution, it's essential that we conserve what produces roughly one-third of the oxygen for the planet.","ماحولیٲتی آلودگی ہِنٛد حدٕ کھۄتہٕ زیٛادٕ بڑنہٕ سۭتۍ چھُ یہِ ضروٗری زِ أسۍ بچاوو یُس زَن تقریباً تریِم حصہٕ آکسیجن چھِ زمیٖن باپت پٲدٕ کران۔","conversation"
"So, this Environment Day, we want you to contribute to the forest cover of this area.","تَمہِ کِنۍ، یمہِ ماحولیٲتی دۄہ، أسۍ چھِ یژھان زِ تُہۍ نیِو یمہِ ٮ۪لاقہٕ کِس ونہٕ احاطس مَنٛز حِصہٕ۔","conversation"
"We will be planting trees together.","ٲسۍ وۄپداوو یِکوٹہٕ کُلۍ۔","conversation"
"I hope everyone will cooperate.","مےٚ چھِ امید سٲرٕے کرَن تعاوُن۔","conversation"
"We will be planting mainly banyan trees.","اٲسۍ وۄپداوو زیٛادٕ تر بَرگَد کُلۍ۔","conversation"
"There are also some samples of mango and other common species.","اتہِ چھِ کینٛہہ نَموٗنہٕ امب تہٕ باقٕے عام ذٲژن ہِنٛدۍ تہِ۔","conversation"
"We can work in teams if you like.","اگر تُہۍ یژھِو ٲسۍ ہیٚکو ٹیٖمَن مَنٛز کٲم کٔرِتھ۔","conversation"
"But these are very easy to plant.","مگر یِم چھِ واریٛاہ سہل رُوٕنۍ۔","conversation"
"Each one of you can manage one without any help.","تۄہہِ مَنٛ ہیٚکہِ پرٮ۪تھ کانٛہہ کپنہِ مددٕ ورٲے اکھ سَمبٲلِتھ۔","conversation"
"Each student has to plant at least one sapling.","پرٮ۪تھ کٲنٛسہِ طالبہِ علِمس چھُ کم از کم اکھ کُلۍ رُوُن۔","conversation"
"Do follow the instructions.","ہِدایتَن پٮ۪ٹھ کٔرِو عمل۔","conversation"
"I really hope you'll enjoy the day.","مےٚ چھِ پوٗرٕ امید زِ ژٕ کرکھ دۄہَس مزٕ۔","conversation"
"Someone as knowledgeable as Mr. Balasubramaniam has graced us with his presence.","دمحترم بالسبرامنیم ہیۍ أکۍ زٲنٛکار نفرن کٔر ٲسۍ پننہِ موٗجوٗدگی سۭتۍ فیضیاب۔","conversation"
"It's essential that students learn to conserve the environment, Mr. Desai.","یہِ چھُ ضروٗری زِ طالبہِ علِم ہیٚچھنۍ ماحول بچاوُن، محترم دیسایی۔","conversation"
"I'm happy to have been of help.","بہٕ چھُس خوش زِ بہٕ آوُس بکار۔","conversation"
"Let's get going, students.","بچو، ٲسۍ روزو پکان۔","conversation"
"Pick up a sapling and give it a home.","تُلِو اکھ کُل تہٕ دِیو أمِس گرٕ۔","conversation"
"Please feel free to ask me questions, if any.","اگر کینٛہہ سوال چھِ، مہربٲنی کٔرِتھ پرژھِو کھوژنہٕ ورٲے۔","conversation"
"Good morning ma'am!","صٗبحچہِ سلام محترمہ","conversation"
"I am here to get some information regarding life insurance policy.","بہٕ چھُس یور زندگی بیمہٕ چین پالسِین مٗتعلق كین٘ہہ زانكٲری حٲصِل كرنہِ آمٗت ۔","conversation"
"Could you please help me?","تو٘ہہِ ہیٚکِوٕٕٕ مےٚ مدتھ کٔرِتھ؟","conversation"
"Good morning, please have your seat.","صٗبحچہِ سلام، بِہِو ییٚتٮ۪تھ ۔","conversation"
"Sure, we are here to serve our customers.","ضروٗر، أسہِ چھِ ییٚتٮ۪ن خٔریٖدارن ہٕنٛدِ مدتہٕ خٲطرٕ بِہِتھ ۔","conversation"
"Anything you want to know related to our policies, I will help you.","توہہِ چھِوٕ سانٮ۪ن پالسِین متعلِق کٮ۪نٛہہ زانکٲری یژھان، بہٕ کرٕ تُہٕٗند مدتھ۔","conversation"
"May I know your name and age?","بہٕ ہیكا تٗہٗند ناو تہٕ وٲن٘س زٲِتھ ؟","conversation"
"I am Devanga Saikia and my age is 39.","بہٕ چھٗس دیوانگا سیکیا تہٕ میٲنہِ وٲن٘س چھِ 39 وریہہ ۔","conversation"
"I want to know which insurance policy is suitable for me at this age.","بہٕ چھٗس زانٗن یژھان میانہِ باپت كو٘سہٕ پالسی روزِ یتھ وٲن٘سہِ منز موضوں ۔","conversation"
"Also, I want to know the benefits.","تہٕ بیٚیہِ چھٗس امِكہِ فٲیدٕ زانٗن یژھان ۔","conversation"
"Thank you so much for letting us know your name and age.","اسہِ پنُن ناو تہٕ وٲنٛس ونٛنہٕ خٲطرٕ شُکرِیہ ۔","conversation"
"We have a very good policy known as Jeevan Umang.","اسہِ چھےٚ جیٖون اُمنٛگ ناوٕچ اکھ اصٕل پالسی۔","conversation"
"You can opt for that.","یُہۍ ہیٚکِو سو ژٲرِتھ ۔","conversation"
"What is the minimum basic sum assured in this policy?","اتھ پالسی منٛز کوتاہ سارِوٕیہ کھۄتہٕ کم رقم یقین دِہٲنی چھے٘ دِنہٕ یوان ۔؟","conversation"
"What is the minimum age entry for this policy?","اتھ پالسی منٛز کیٛاہ چھےٚ درٕج گژھنٕچ کم کھۄتہٕ کم وٲنٛس؟","conversation"
"What is the maximum age entry?","تہٕ درٕج گژھنٕچ زیٛادٕ کھۄتہٕ زیٛادٕ وٲنٛس کیٛاہ چھےٚ؟","conversation"
"Minumum basic sum assured is two lakhs rupees.","کم کھۄتہٕ کم یقین دِہٲنی ٗند رقم چھٗ زٕ لچھ روپیہِ ۔","conversation"
"Minumum age entry is 90 days.","درٕج گژھنٕچ کم کھۄتہٕ کم وٲنٛس چھےٚ نمتھ دۄہ۔","conversation"
"Maximum age entry for this policy is 55 years.","درٕج گژھنٕچ زیٛادٕ کھۄتہٕ زیٛادٕ وٲنٛس چھےٚ پانٛژونزاہ ؤری۔","conversation"
"Thank you so much for the information.","امہِ زانکٲری خٲطرٕ شُکرِیہ۔","conversation"
"What are the death benefits of this policy?","مرنہٕ کِس صوٗرتس منٛز کیٛا چھِ امہِ پالسی ہٕنٛدِ فٲیدٕ؟","conversation"
"Can I pay the premiums yearly?","بہٕ ہٮ۪کا پرٛیٖمیم وٕہٕرِ وہرِ بٔرِتھ۔","conversation"
"On death during first five years, sum assured on death shall be payble.","گۄڑنِکٮ۪ن پانٛژن ؤرین دوران مرنہٕ كِس صورتس منز آسہِ یقین دِہٲنی ہٗند رقم وٲجبٗل ادا ۔","conversation"
"On death after completion of five policy years but before the date of maturity, sum assured on death and loyalty addition, if any, shall be payable.","پانٛژن ورِین ہنز پالسی پوُرٕ گژھنہٕ مگر مٗكمل گژھنٕكہِ تٲریخہٕ برون٘ہہ یی موت گژھھنس پیٹھ یقین دِہٲنی تہٕ لایلٹی ہٗند اضٲفی رقم ، اگر كینہہ آسہِ ، وٲجبٗل ادا ۔","conversation"
"All these are applicable if all dues have been paid.","یم سٲری تیٚلی لاگوٗ گژھان ییٚلہِ سٲری بقایاجات ادا كرنہٕ آمٕتہِ آسن ۔","conversation"
"Premiums can be paid regularly at yearly, half-yearly, quarterly or monthly intervals.","پریٖمیم ہٮ۪کن باقٲیدگی سان وٕہٕرِ، شیٚیہِ ریٚتہِ ، ترٛیٚیہِ ریٚتہِ ، یا ریٚتہِ ریتہِ برنہٕ یِتھ۔","conversation"
"Can I surrender the policy before the maturity date?","بہٕ ہٮ۪کا پالسی مقرر وقتہٕ برٛۄنٛہہ ترٲوِتھ ژھنِتھ ؟","conversation"
"What will be the surrender value?","واپس کرنہٕ وِزِ کیٛاہ آسہِ اتھ قٲمتھ؟","conversation"
"Yes, the policyholder can surrender the policy after completion of three years before maturity.","آ پالسی کرن وول ہیٚکہِ یہِ پالسی مٗكمل گژھنہٕ برون٘ہہ ترٛےٚ ؤری پوٗرٕ گژھنس پیٹھ ترٲوِتھ ۔","conversation"
"You have to pay the premiums duly for at least 3 consecutive years.","تۄہہ پٮ۪نَوٕ پرٛیٖمیم باقٲیدگی سان کم از کم مٗسلسل ترٛٮ۪ن ؤرین تام بَرُن۔","conversation"
"The details of the process can be accessed from our Ready reckoned, kindly look into it.","امہِ عملہِ ہٕنٛدِ تفصیٖلات ہیكِیو تۄہہِ سانہِ تیار تقیلہٕ پٮ۪ٹھٕہ وٗچھِتھ ، مہربٲنی کٔرِتھ وٕچھِو اتھ منز ۔","conversation"
"The information have really helped me a lot.","امہِ زانٛکٲری سٕتہِ مِیوٗل مے٘ سیٹھاہ مدتھ ۔","conversation"
"Thank you so much!","شُکرِیہ۔","conversation"
"If you wish, I can assign one of our agents to contact you who can describe you in details.","اگر تو٘ہہِ ییٚژھِو، بہٕ ہٮ۪کن پنٗن اكھ كارندٕ توہہِ سٕتہِ رٲبطہٕ كرنہٕ باپت مٗتعن كرِتھ یٗس توہہِ تفصیلس منز ونہِ ۔","conversation"
"Could you please provide me your phone number?","توہہِ ہیٚکوٕ مےٚ پنُن فون نمبر دِتھ۔","conversation"
"That will be great!","تہٕ روزِ واریاہ جان!","conversation"
"Please note down my phone number.","مہربٲنی کٔرِتھ لیٖکھِو میٛون فون نمبر۔","conversation"
"Hello, I am looking to explore North-Eastern cuisine.","ہیلو ، بہٕ چھُس شمال مشرقی کھٮ۪ن ژھاران۔","conversation"
"My friend, Cyril told me you are the right person to talk to when it comes to food and restaurant recommendations.","میٲنۍ دوس، سیرلن وون مےٚ زِ تُہۍ چھِو کھٮ۪ن تہٕ ریسٹورنٹن ہِنٛد مشورٕ دِنہٕ باپت کتھ کرنہٕ خٲطرٕصحیح شخص ۔","conversation"
"Yes, I have been in this place for quite some time, so I can help you with food recommendations.","آ، بہٕ چھُس یتھ جایہِ واریٛاہ کالہٕ پٮ۪ٹھہٕ، تمہِ کِنہِ ہیٚکہٕ بہٕ توہہِ كھینس مٗتعلق مشورٕ دِتھ ۔","conversation"
"Khar, an Assamese delicacy, is a good place to start.","کھار، اكہِ مزٕ دارآسامہِ ضِیافتہٕ پیٹھہٕ شروع كرٗن چھٗ اصل ۔","conversation"
"Oh, I see. Is it vegetarian?","اوہ، اچھا ۔ یہِ چھا سبزی؟","conversation"
"What is it made of?","یہِ کمیُک چھُ بنیومُت؟","conversation"
"It is made of a mix of red rice, beaten pulses and raw papaya so it is completely vegetarian.","یہِ چھُ وزُلہِ توٚمُلہٕ، دٔجمٕژِ دالہِ تہٕ نیلہِ پاپییا كہِ رلہٕ سٕتہِ بنٲوِتھ لہاذا چھٗ یہِ پوُرٕ پطٲٹھہِ ویشنوِ ۔","conversation"
"A lot of Assamese spices also go into its making.","واریٛاہ آسامی مسالہٕ تہِ چھِ امہِ کِس بننَس مَنٛز لگان۔","conversation"
"Ok, I'll be sure to try that out","ٹھیٖک، بہٕ ازماو سُہ ضروٗر","conversation"
"What about bamboo rice?","بٲنس توٚملَس متعلق کیٛاہ خیال چھُ؟","conversation"
"I have heard that it is an Assamese special.","مےٚ چھُ بوٗزمُت زِ یہِ چھُ آسامٕچہِ خصوصِیت ۔","conversation"
"I can't quite remember the name; it starts with P; I think.","مےٚ چھُنہٕ پوٗرٕ پٲٹھہِ ناو یاد؛ مےٚ چھُ باسان یہِ چھُ پی سۭتہِ شروع گژھان۔","conversation"
"The dish you're talking about is called Pitha or Khola Pitha.","یتھ ضِیافتس متعلق ژٕ کتھ چھُکھ کران تتھ چھِ پیٹھا یا کھولا پیٹھا وَنان۔","conversation"
"Lightly flavored rice is filled in hollow bamboo stems to make it.","یہِ بناونہٕ خٲطرٕ چھُ ہلکہٕ خوشبوُ دار تو٘مٗل کھۄکھرین بٲنٛسہٕ نلن مَنٛز برنہٕ یِوان۔","conversation"
"Oh, so this dish is vegetarian, too?","اوہ،گو٘ یہِ ضِیافت تہِ چھِ ویشنو ؟","conversation"
"Yes, and it can have a sweet or a savoury flavor depending upon preference.","آ، تہٕ اتھ ہیكہِ یژھنہٕ حِسابہٕ موٚدُر یا نُنہٕ دار مزٕ ٲسِتھ۔","conversation"
"Most people prefer the sweet version, and it's normally eaten with curd and molasses.","زیادٕ تر لوٗکھ چھِ امہِ کِس موٚدرِس قٕسمس ترجیہہ دِوان، تہٕ یہِ چھُ عام طور زامُتِس دۄدس تہٕ گورس سۭتہِ کھٮ۪نہٕ یِوان۔","conversation"
"Ok, could you give me a few non-vegetarian recommendations?","ٹھیٖکچھٗ ، کیٛا ژٕ دِکھا مےٚ کینٛہہ غٲر ویشنوِ راے؟","conversation"
"I prefer non-vegetarian food, that's why.","تہِ کیٛازِ، بہٕ چھُس غٲر وشنٕوِ كھینس ترجیح دِوان ۔","conversation"
"In that case, smoked pork from Nagaland will satiate your taste buds.","تتھ صورتس منز کرِ ناگالینڑُک بوٚزمُت سور چٲنہِ مزٕكہِ تماہ پوُرٕ۔","conversation"
"It's crispy outside, soft and juicy inside, and the smoky flavor in it is very rich.","یہِ چھُ نٮ۪برٕ تروٚش، تہٕ انٛدرٕ نرم تہٕ رس دار، تہٕ اتھ چھُ واریٛاہ اصٕل دہِیوٗل مزٕ ۔","conversation"
"Oh, that sounds very tasty, but I don't eat pork.","اوہ، یہِ چھُ واریٛاہ مزٕ دار باسان، مگر بہٕ چھُس نہٕ سورٕ ماز کھٮ۪وان۔","conversation"
"I'll tell about this dish to my friend Cyril, though.","توتہِ ونہٕ بہٕ اتھ ضِیافتس متعلق پننِس دوست ، سیرلَس۔","conversation"
"Hmm.. then what about Thukpa?","ہہم۔۔۔ تیٚلہِ کیٛا چھُ تھٗكپاہس متعلق خیال ؟","conversation"
"It's a noodle based dish from Arunachal Pradesh and the ingredients in it vary from lentils to any kind of meat.","یہِ چھُ اروناچل پردیشٕچہِ نوڈلن پٮ۪ٹھ مبنی ضِیافت تہٕ امِكہِ جٗز چھِ دالہِ پیٹھہٕ کُنہِ تہِ قسمُک ماز آسان ۔","conversation"
"If you prefer fish, then Tenga fish dish from Assam will be to your liking.","اگر تو٘ہہِ گاڈن ترجیح دِوان چھِو ، تیلہِ كرِ توہہِ آسٲمہِ ٹینگا گاڈ خو٘ش ۔","conversation"
"I am fond of noodles, so Thukpa is the first on my list of North-Eastern dishes to try out.","مےٚ چھِ نوڈِیوٗل خو٘ش كران ، تہٕ لہاذا چھٗ تھٗكپا ا شمال مشرکی کھٮ۪نہٕ مَنٛز میٲنِس فہرِستس منز سرس ۔","conversation"
"I will try out Tenga as well.","بہٕ آزماو ٹینگا تہِ۔","conversation"
"Are North-Eastern dishes generally spicy?","کیٛا شمال مشرقی ضِیافتہٕ چھا عام طور مسالہٕ دار آسان؟","conversation"
"No, they're not spicy at all.","نہ، تِم چھنہٕ بلکُل تہِ مسالہٕ دار آسان۔","conversation"
"In fact, they are refreshing and aromatic.","درحقیقت چھِ تِم تازٕ دم تہٕ خۄشبو دار آسان۔","conversation"
"Hello, is it TATA Capital?","ہیلو! یہِ چھا ٹاٹا کیپٹل ؟","conversation"
"Yes it is TATA Capital.","آ، یہِ چھٗ ٹاٹا كیپٹِل ۔","conversation"
"How may I help you?","بہٕ کِتھہ کٔنہِ ہٮ۪کہٕ تُہٗند مددتھ کٔرِتھ؟","conversation"
"I want to avail some personal laon.","بہٕ چھُس کینٛہہ ذٲتی قرض نِیوٗن یژھان۔","conversation"
"Can you please check with my credit score and let me know how much can I get?","تو٘ہہِ ہیكِوا مہربٲنی کٔرِتھ میون کڑیڈٹ سکور سرٕ کٔرِتھ تہٕ مےٚ ؤنِتھ زِ مےٚ کوٗتاہ ہٮ۪کہِ میلِتھ؟","conversation"
"Yes sure please wait a minute.","آ پو٘ز چھٗ مہربٲنی كرِتھ اكِس مِنٹس انتطار","conversation"
"You can avail a loan of maximum 8 lakhs as per your credit score.","توہہِ ہٮ۪کِو پننِہِ کڑیڈٹ سکورٕ حسابہٕ زِیٛادٕ کھۄتہٕ زِیٛادٕ 8 لچھ تام قرضہٕ ہیتھ ۔","conversation"
"What is the rate of interest currently on personal loans?","وٕنکٮ۪س کیٛاہ چھُ ذٲتی قضن ہٗند شرح سوٗد؟","conversation"
"And may I know the procedure of applying for one?","تہٕ کیٛاہ بہٕ ہٮ۪کا درخاست دِنُک طٔریٖقہٕ زٲنِتھ؟","conversation"
"Personal loan interest rates can typically vary anywhere between 10.50% and 24%.","ذٲتی قرضٗك شرح سوٗد ہٮ۪کہِ عموٗمَن %10.50 تہٕ %24 درمیان كینہہ ٲسِتھ ۔","conversation"
"It is usually based on how you fulfill the personal loan eligibility requirements of the financial institution.","یہِ چھُ عموٗمَن یَتھ کَتھِ پٮ۪ٹھ مبنی زِ تو٘ہِ کِتھہٕ پٲٹھہِ کٔرِو مالیٲتی اِدارچہِ ذٲتی قرضہٕ باپت اہلِیتچہِ ضرورِیات پوٗرٕ ۔","conversation"
"There are quite a few documents that you need to submit for the process to start.","عمل شروٗع کرنہٕ خٲطرٕ چھِ تۄہہِ کینٛہہ دستاویزات جمع کرنٕچ ضروٗرت۔","conversation"
"The documents required to establish your credentials like Voter Card, Aadhaar Card and PAN Card.","پنںنہِ تصدیق كرنہٕ باپت چھِ توہہِ ووٹر کارڈ، آدھار کارڈ تہٕ پین کارڈ ہی دستاویز ضرورت ۔","conversation"
"Proof of identity and proof of residence.","شناخت تہٕ روزَن جایہِ ہُنٛد ثبوٗت۔","conversation"
"Income documents like salary slip for the last three months and IT returns statement.","آمدٕنی ہِنٛدِ دستاویز مِشالے پٔتمین ترٛین رٮ۪تَن ہندِ تنخواہ پرچہِ تہٕ آیی ٹی ریٹرن سٹیٹمنٹ۔","conversation"
"Do I need to visit the branch personally?","کیٛاہ مےٚ چھےٚ پانہٕ شاخس پیٹھ یِنٕچ ضروٗرت؟","conversation"
"Or can I apply online?","یا بہٕ ہٮ۪کا آن لایِن درخواست کٔرِتھ؟","conversation"
"Application can be done online.","درخاست ہٮ۪کو آن لایِن دِتھ۔","conversation"
